X,Y,Z
1.293999971389770520e+00,1.513499985694885641e+00,6.123000114440918296e+00
1.721400076293945247e+01,5.385000214576737276e-01,2.503800007629394386e+01
4.459000171661377188e+00,4.184999868869794248e-01,2.047800061035156105e+01
1.683399969482421810e+01,8.085000023841882877e-01,4.004299923706054898e+01
-1.329600041961669987e+01,7.285000190734879366e-01,2.533300015258788918e+01
-1.494600003814697331e+01,5.985000238418590746e-01,1.729299923706054543e+01
-4.359999880790710325e-01,1.393499980926514281e+00,1.074300000000000033e+01
8.128999771118163409e+00,2.173499952316285011e+00,1.482299992370605501e+01
-2.251000104904175014e+00,1.413499961853027953e+00,1.058300015258789095e+01
-4.261000095367431406e+00,1.488500009536743773e+00,1.034300038146972689e+01
3.293999971389770298e+00,1.418499957084656371e+00,1.044799992370605501e+01
-6.625999866485595469e+00,1.608500014305115355e+00,9.727999656677246421e+00
1.413999976158142102e+00,1.383499990463257445e+00,1.073299977111816439e+01
-1.375999985694885241e+00,1.393499980926514281e+00,1.059300038146972689e+01
8.699000419616698565e+00,1.958500038146973266e+00,1.254800030517578158e+01
4.963999809265136953e+00,1.643499980926514281e+00,1.187800022888183626e+01
-3.261000095367431850e+00,1.443500052452088012e+00,1.049300000000000033e+01
2.289000095367431431e+00,1.388499985694885863e+00,1.061800000000000033e+01
-7.130999980926513437e+00,1.488500009536743551e+00,8.072999923706055014e+00
-5.350999771118163828e+00,1.528499971389771117e+00,9.993000000000000327e+00
4.490000023841858035e-01,1.393499980926514281e+00,1.084300038146972689e+01
-7.451000152587890391e+00,8.284999833107017375e-01,3.629299923706054898e+01
-1.350100034332275456e+01,8.984999761581441424e-01,3.353300091552734585e+01
3.299000085830688267e+00,4.885000095367446615e-01,2.446299931335449074e+01
-1.482600015258789128e+01,6.685000166893019236e-01,2.219300076293945168e+01
1.275899988555908138e+01,8.535000190734888248e-01,3.995299908447265835e+01
-2.810000017881393308e-01,1.518499980926514059e+00,6.302999942779541342e+00
-1.351000009536743152e+00,1.523499976158142477e+00,6.123000114440918296e+00
3.119000019073486119e+00,1.568500052452087790e+00,5.592999904632568686e+00
-2.486000000000000210e+00,1.558499942779541403e+00,5.828000038146972983e+00
-3.726000009536743374e+00,1.618500004768371747e+00,5.253000228881836264e+00
8.140000119209289675e-01,1.513499985694885641e+00,6.243000000000000327e+00
1.924000085830688489e+00,1.528499971389770895e+00,6.027999847412109702e+00
3.819000066757201939e+00,1.618500004768371747e+00,5.382999866485596030e+00
-8.560000047683715696e-01,1.508499990463257223e+00,6.203000038146972983e+00
-1.926000057220458972e+00,1.518499980926514059e+00,5.947999923706055014e+00
2.458999933242797642e+00,1.538499961853027731e+00,5.862999885559082358e+00
-3.091000019073486538e+00,1.578500042915344626e+00,5.552999942779541342e+00
2.290000035762786990e-01,1.513499985694885641e+00,6.317999809265137046e+00
1.318999947547912610e+00,1.508499990463257223e+00,6.168000190734863608e+00
-1.252099984741211003e+01,9.335000023841883987e-01,4.195299908447265835e+01
1.705900007629394466e+01,7.034999833107019596e-01,4.025299832153320523e+01
4.499000133514404531e+00,3.635000095367444395e-01,2.041799923706054543e+01
2.138999999999999790e+00,7.985000119209315628e-01,4.216799923706054898e+01
-1.487100022888183659e+01,5.385000214576732835e-01,1.734300038146972511e+01
-4.160000071525573606e-01,1.393499980926514281e+00,1.093799969482421908e+01
-2.255999980926513881e+00,1.403499971389771117e+00,1.074800011444091830e+01
8.224000038146972003e+00,2.143499980926514503e+00,1.490299984741210970e+01
-4.310999809265136484e+00,1.488500009536743773e+00,1.054800030517578158e+01
-7.091000019073486094e+00,1.698500047683716430e+00,1.049800011444091830e+01
1.464000047683715833e+00,1.378499995231629027e+00,1.091300007629394564e+01
3.444000066757201939e+00,1.438500057220459594e+00,1.081299969482421908e+01
-1.370999990463256824e+00,1.388499985694885863e+00,1.078800007629394564e+01
8.793999732971190753e+00,1.928499947547913207e+00,1.259799954223632845e+01
6.448999942779541250e+00,2.068499933242798683e+00,1.522299954223632845e+01
-3.285999952316284389e+00,1.438500057220459594e+00,1.069299980926513705e+01
-5.440999923706054453e+00,1.533499966621399535e+00,1.023299977111816439e+01
4.840000286102295046e-01,1.383499990463257445e+00,1.099300000000000033e+01
-1.072599977111816472e+01,2.218500028610230324e+00,1.230300041961669955e+01
2.383999885559081822e+00,1.403499971389771117e+00,1.092300030517578158e+01
-7.350999771118163828e+00,7.335000143051170207e-01,3.623300167846679898e+01
-1.462100022888183659e+01,8.834999904632591106e-01,3.661800000000000210e+01
3.353999914169311314e+00,4.285000071525588705e-01,2.445800015258788918e+01
1.286899954223632747e+01,7.485000000000024967e-01,3.997299954223633023e+01
-1.478100007629394597e+01,5.985000238418592966e-01,2.228800007629394386e+01
-2.636599916076660222e+01,-3.646499980926511952e+00,3.055299946594238136e+01
-2.709999964237213010e-01,1.518499980926514059e+00,6.373000114440918296e+00
-1.346000014305114734e+00,1.518499980926514059e+00,6.188000171661377280e+00
3.174000085830688267e+00,1.568500052452087790e+00,5.652999847412109702e+00
1.958999933242797864e+00,1.528499971389770895e+00,6.092999904632568686e+00
-3.741000114440918178e+00,1.613500009536743329e+00,5.317999809265137046e+00
-2.491000114440918178e+00,1.553499947547912985e+00,5.902999847412109702e+00
8.389999880790710574e-01,1.513499985694885641e+00,6.313000171661377280e+00
3.883999885559081822e+00,1.623500000000000387e+00,5.438000171661377280e+00
-8.460000143051147337e-01,1.508499990463257223e+00,6.268000095367431967e+00
2.494000019073486119e+00,1.533499966621399313e+00,5.902999847412109702e+00
-1.936000047683715808e+00,1.523499976158142477e+00,6.032999961853027671e+00
-3.105999885559082241e+00,1.573500047683716208e+00,5.623000114440918296e+00
2.490000143051147585e-01,1.508499990463257223e+00,6.378000228881836264e+00
1.349000038146972669e+00,1.503499995231628805e+00,6.223000019073486655e+00
1.743899923706054622e+01,6.035000190734889358e-01,4.084799954223633023e+01
-1.236100000000000065e+01,8.134999976158168167e-01,4.181299969482422085e+01
-1.339099973297119206e+01,5.884999737739579073e-01,2.587800022888183449e+01
4.544000209808349844e+00,3.085000023841870664e-01,2.039800068664550636e+01
-1.496100038146972722e+01,4.784999892711649938e-01,1.757299992370605324e+01
-3.910000011920928831e-01,1.383499990463257445e+00,1.110299965667724642e+01
-2.265999971389770717e+00,1.398499976158142699e+00,1.093799969482421908e+01
8.328999580383300128e+00,2.113500009536743995e+00,1.499300000000000033e+01
-4.341000019073486094e+00,1.478500019073486937e+00,1.071800038146972689e+01
-6.630999980926513437e+00,1.558499942779541625e+00,9.883000343322754233e+00
3.563999952316283970e+00,1.443500052452088012e+00,1.108300015258789095e+01
1.523999990463256848e+00,1.378499995231629027e+00,1.113800045776367220e+01
-1.365999995231628406e+00,1.383499990463257445e+00,1.097299954223632845e+01
6.928999961853027578e+00,2.158500085830689308e+00,1.622800061035156105e+01
8.894000114440917315e+00,1.898499976158142699e+00,1.265299984741210970e+01
-3.311000047683716030e+00,1.433499942779541625e+00,1.087300011444091830e+01
2.448999942779540806e+00,1.393499980926514281e+00,1.107800003814697298e+01
-5.520999847412109141e+00,1.533499966621399535e+00,1.047299954223632845e+01
-7.056000171661376719e+00,1.428499947547912985e+00,8.118000000000000327e+00
5.189999952316284304e-01,1.383499990463257445e+00,1.119799992370605501e+01
-7.241000114440917734e+00,6.334999904632591106e-01,3.612799832153320523e+01
1.310900026702880794e+01,6.484999761581445865e-01,4.038299938964843960e+01
-1.479600041961669987e+01,5.284999713897718943e-01,2.245299908447265480e+01
-2.559999958276748533e-01,1.518499980926514059e+00,6.447999923706055014e+00
-1.341000019073486316e+00,1.518499980926514059e+00,6.253000228881836264e+00
3.228999914169311314e+00,1.568500052452087790e+00,5.712999790191650717e+00
-2.501000104904175014e+00,1.553499947547912985e+00,5.978000133514404624e+00
-3.761000095367431850e+00,1.613500009536743329e+00,5.398000209808349936e+00
8.590000286102295046e-01,1.508499990463257223e+00,6.357999771118164389e+00
1.994000019073486341e+00,1.518499980926514059e+00,6.137999980926513999e+00
3.979000152587890415e+00,1.633499990463257223e+00,5.532999961853027671e+00
-8.360000238418578977e-01,1.503499995231628805e+00,6.322999923706055014e+00
2.539000095367431431e+00,1.533499966621399313e+00,5.962999790191650717e+00
-1.931000052452087390e+00,1.518499980926514059e+00,6.087999790191650717e+00
-3.111000000000000210e+00,1.568500052452087790e+00,5.683000057220459311e+00
-4.480999885559081797e+00,1.648499976158142255e+00,4.913000076293945639e+00
2.689999952316284304e-01,1.508499990463257223e+00,6.438000171661377280e+00
1.384000004768371594e+00,1.508499990463257223e+00,6.302999942779541342e+00
1.755400091552734310e+01,2.934999868869797024e-01,2.501799961853027199e+01
-1.233600038146972722e+01,7.034999833107020706e-01,4.211800000000000210e+01
-1.324100011444091862e+01,5.134999856948868624e-01,2.577799984741210793e+01
4.593999923706054922e+00,2.584999904632581114e-01,2.039800068664550636e+01
2.398999990463256626e+00,6.035000190734890468e-01,4.311299893188476773e+01
-1.621100038146972722e+01,4.585000083446514330e-01,1.919300076293945168e+01
-3.709999904632568235e-01,1.378499995231629027e+00,1.129300019073486361e+01
-2.281000076293945522e+00,1.398499976158142699e+00,1.115799996185302767e+01
8.409000457763671221e+00,2.078499923706055519e+00,1.503800007629394564e+01
-4.386000095367431406e+00,1.473500023841858519e+00,1.091300007629394564e+01
-7.031000076293945078e+00,1.628499995231629027e+00,1.056299969482421908e+01
1.568999947547912610e+00,1.368500004768372191e+00,1.127799984741210970e+01
3.704000057220458775e+00,1.458500038146973266e+00,1.140299984741210970e+01
8.979000152587889971e+00,1.873500000000000831e+00,1.269299980926513705e+01
-1.360999999999999988e+00,1.378499995231629027e+00,1.117300030517578158e+01
7.628999771118164297e+00,2.308499942779541847e+00,1.770800015258788918e+01
-3.335999904632568569e+00,1.428499947547913207e+00,1.105799958038330111e+01
-5.610999999999999766e+00,1.538499961853027953e+00,1.071800038146972689e+01
2.508999885559081822e+00,1.388499985694885863e+00,1.123299977111816439e+01
5.590000166893005495e-01,1.378499995231629027e+00,1.137300011444091830e+01
-1.063599961853027409e+01,2.128500114440918800e+00,1.240299984741210970e+01
-7.355999885559081797e+00,5.634999976158165946e-01,3.716799923706054898e+01
-1.556599992370605534e+01,7.335000143051172428e-01,3.959799954223633023e+01
-1.475600045776367253e+01,4.635000035762800730e-01,2.254299923706054543e+01
3.494000019073486119e+00,3.035000071525588705e-01,2.455800053405761574e+01
-2.409999952316284055e-01,1.513499985694885641e+00,6.503000228881836264e+00
3.289000095367431431e+00,1.568500052452087790e+00,5.782999961853027671e+00
-1.346000014305114734e+00,1.523499976158142477e+00,6.353000133514404624e+00
-2.515999971389770717e+00,1.553499947547912985e+00,6.058000057220459311e+00
2.029000104904174595e+00,1.518499980926514059e+00,6.203000038146972983e+00
-3.791000066757202358e+00,1.613500009536743551e+00,5.478000133514404624e+00
8.890000000000000124e-01,1.508499990463257223e+00,6.442999809265137046e+00
4.099000038146972891e+00,1.658499966621399313e+00,5.668000190734863608e+00
-8.310000286102294798e-01,1.508499990463257223e+00,6.413000076293945639e+00
-1.936000047683715808e+00,1.518499980926514059e+00,6.157999961853027671e+00
2.579000057220458775e+00,1.528499971389770895e+00,6.007999866485596030e+00
-3.136000095367431850e+00,1.568500052452087790e+00,5.768000095367431967e+00
-4.500999866485595469e+00,1.648499976158142255e+00,4.982999771118164389e+00
2.890000059604644900e-01,1.508499990463257223e+00,6.507999866485596030e+00
1.413999976158142102e+00,1.503499995231628805e+00,6.357999771118164389e+00
1.768400007629394466e+01,2.084999934434905999e-01,2.503300091552734230e+01
-1.330099958038330143e+01,4.384999976158158175e-01,2.607299992370605324e+01
-1.228100007629394597e+01,5.935000286102320999e-01,4.230300137329101773e+01
4.649000228881836172e+00,2.034999982118619044e-01,2.043300053405761574e+01
-1.614599984741211003e+01,3.884999856948864183e-01,1.925799938964843605e+01
2.504000009536742954e+00,4.885000095367458273e-01,4.311299893188476773e+01
-3.509999946355819578e-01,1.378499995231629027e+00,1.151300045776367220e+01
-2.291000066757202358e+00,1.393499980926514281e+00,1.135299965667724642e+01
8.569000305175780596e+00,2.058499942779541847e+00,1.521800038146972689e+01
-6.996000228881835703e+00,1.593500028610230101e+00,1.058300015258789095e+01
-4.446000038146972422e+00,1.473500023841858519e+00,1.116300007629394564e+01
1.629000009536743176e+00,1.363500009536743773e+00,1.148799988555908236e+01
3.758999885559081822e+00,1.433499942779541625e+00,1.148299977111816439e+01
9.078999580383300128e+00,1.838500033378601906e+00,1.275300022888183626e+01
-1.351000009536743152e+00,1.368500004768372191e+00,1.134300038146972689e+01
7.689000190734863516e+00,2.258499990463257667e+00,1.772800061035156105e+01
-3.366000114440918178e+00,1.423499952316284789e+00,1.128299996185302767e+01
2.589000047683715611e+00,1.383499990463257445e+00,1.145300003814697298e+01
-5.690999923706054453e+00,1.533499966621399535e+00,1.096300026702880892e+01
-1.066600030517578190e+01,2.098499904632569191e+00,1.254300019073486361e+01
5.939999833106994753e-01,1.368500004768372191e+00,1.156799980926513705e+01
-8.470999656677246747e+00,5.435000166893032558e-01,4.342800137329101773e+01
3.549000085830688267e+00,2.334999994039550497e-01,2.455800053405761574e+01
-1.464599984741211003e+01,3.884999856948866404e-01,2.253300091552734230e+01
-2.260000020861625547e-01,1.513499985694885641e+00,6.583000152587890952e+00
3.349000038146972447e+00,1.573500047683716208e+00,5.853000133514404624e+00
-1.341000019073486316e+00,1.518499980926514059e+00,6.407999961853027671e+00
-2.515999971389770717e+00,1.543499957084656149e+00,6.107999771118164389e+00
-3.801000057220459194e+00,1.608500014305115133e+00,5.543000190734863608e+00
2.069000066757201939e+00,1.518499980926514059e+00,6.262999980926513999e+00
9.139999761581421023e-01,1.508499990463257223e+00,6.507999866485596030e+00
4.198999942779541250e+00,1.668499957084656149e+00,5.762999980926513999e+00
-8.259999737739562864e-01,1.503499995231628805e+00,6.487999885559082358e+00
-1.936000047683715808e+00,1.513499985694885641e+00,6.232999771118164389e+00
2.629000009536742954e+00,1.528499971389770895e+00,6.083000152587890952e+00
-3.150999961853027553e+00,1.568500052452087790e+00,5.842999904632568686e+00
-4.525999961853027109e+00,1.643499980926513837e+00,5.052999942779541342e+00
3.039999916553497439e-01,1.498500000000000387e+00,6.563000171661377280e+00
1.443999947547912610e+00,1.498500000000000387e+00,6.422999828338623374e+00
1.787400061035156185e+01,1.235000000000015252e-01,2.512800022888183449e+01
4.684000076293945547e+00,1.485000059604657252e-01,2.037299916076660011e+01
-1.328100007629394597e+01,3.585000143051163546e-01,2.621299931335449074e+01
-1.613599961853027409e+01,3.184999928474437914e-01,1.938299938964843605e+01
-3.309999988079070921e-01,1.368500004768372191e+00,1.171800038146972689e+01
-2.301000057220459194e+00,1.388499985694885863e+00,1.156799980926513705e+01
8.694000305175780596e+00,2.023500095367432472e+00,1.534300038146972689e+01
3.789000095367431431e+00,1.403499971389771117e+00,1.148799988555908236e+01
-7.380999980926513437e+00,1.653499971389771117e+00,1.125800034332275423e+01
-4.496000228881835703e+00,1.463500033378601684e+00,1.137800022888183626e+01
1.688999952316284192e+00,1.353500019073486937e+00,1.169799992370605501e+01
9.149000228881835284e+00,1.803499947547913429e+00,1.277299973297119173e+01
-1.351000009536743152e+00,1.363500009536743773e+00,1.158300015258789095e+01
-3.396000085830688686e+00,1.413499961853027953e+00,1.149800011444091830e+01
7.764000000000000234e+00,2.213499914169312355e+00,1.777300068664550636e+01
-5.735999999999999766e+00,1.518499980926514281e+00,1.112800022888183626e+01
2.678999961853027134e+00,1.378499995231629027e+00,1.169299980926513705e+01
-6.710999904632568125e+00,1.283499966621399313e+00,7.907999961853027671e+00
6.340000047683715945e-01,1.358500014305115355e+00,1.176799961853027376e+01
-8.366000114440918622e+00,4.184999868869808126e-01,4.344300076293945523e+01
-1.559099954223632878e+01,3.335000083446517660e-01,2.414800068664550636e+01
-2.110000014901161070e-01,1.508499990463257223e+00,6.648000209808349936e+00
-1.336000023841857898e+00,1.513499985694885641e+00,6.473000019073486655e+00
3.408999980926513462e+00,1.573500047683716208e+00,5.922999828338623374e+00
-2.541000066757202358e+00,1.553499947547912985e+00,6.217999904632568686e+00
-3.831000028610229702e+00,1.608500014305115133e+00,5.632999866485596030e+00
9.389999523162841921e-01,1.503499995231628805e+00,6.567999809265137046e+00
2.103999914169311314e+00,1.513499985694885641e+00,6.317999809265137046e+00
4.258999885559082266e+00,1.663499961853027731e+00,5.808000057220459311e+00
-8.159999833106994505e-01,1.503499995231628805e+00,6.563000171661377280e+00
-1.941000042915344226e+00,1.513499985694885641e+00,6.313000171661377280e+00
2.678999961853027134e+00,1.528499971389770895e+00,6.148000209808349936e+00
-3.170999942779541225e+00,1.568500052452087790e+00,5.927999942779541342e+00
-4.571000038146972422e+00,1.648499976158142255e+00,5.152999847412109702e+00
3.289999976158142214e-01,1.503499995231628805e+00,6.648000209808349936e+00
1.479000033378601087e+00,1.503499995231628805e+00,6.498000114440918296e+00
-7.250999866485595469e+00,-1.941500057220457931e+00,1.848299977111816261e+01
1.804899984741210872e+01,4.350000178814088236e-02,2.519300076293945168e+01
-1.767600053405761784e+01,2.785000011920942264e-01,2.138800045776367043e+01
-3.059999928474426145e-01,1.368500004768372191e+00,1.197799965667724642e+01
-2.315999923706054897e+00,1.378499995231629027e+00,1.177299973297119173e+01
8.824000419616698565e+00,1.998500000000000831e+00,1.547799965667724642e+01
-7.846000133514404062e+00,1.723500023841858519e+00,1.205799958038330111e+01
-4.551000057220458750e+00,1.458500038146973266e+00,1.160799977111816439e+01
3.803999961853027134e+00,1.368500004768372191e+00,1.144299980926513705e+01
1.754000009536743176e+00,1.353500019073486937e+00,1.194299980926513705e+01
9.224000038146972003e+00,1.768499980926514503e+00,1.279800030517578158e+01
-1.346000014305114734e+00,1.358500014305115355e+00,1.178800007629394564e+01
7.863999904632568594e+00,2.178500066757202980e+00,1.787800022888183449e+01
-3.426000057220459194e+00,1.408499966621399535e+00,1.171300026702880892e+01
-5.781000076293945078e+00,1.503499995231629027e+00,1.129800030517578158e+01
-1.090099996185302800e+01,2.063500057220459816e+00,1.302299973297119173e+01
6.790000214576721316e-01,1.353500019073486937e+00,1.198799988555908236e+01
2.769000114440917759e+00,1.378499995231629027e+00,1.195300003814697298e+01
-7.136000095367431406e+00,1.785000071525585097e-01,1.844799992370605324e+01
-1.559599965667724675e+01,2.584999904632583334e-01,2.431299969482421730e+01
-1.331000028610229480e+00,1.508499990463257223e+00,6.547999828338623374e+00
-1.960000008940696592e-01,1.508499990463257223e+00,6.717999904632568686e+00
3.478999914169311314e+00,1.573500047683716208e+00,6.003000228881836264e+00
-2.545999942779541225e+00,1.548499952316284567e+00,6.288000076293945639e+00
-3.866000114440918178e+00,1.608500014305115133e+00,5.728000133514404624e+00
2.148999990463256626e+00,1.518499980926514059e+00,6.413000076293945639e+00
9.640000476837158327e-01,1.503499995231628805e+00,6.643000095367431967e+00
4.338999809265136953e+00,1.668499957084656149e+00,5.878000228881836264e+00
-8.109999880790710325e-01,1.498500000000000387e+00,6.632999866485596030e+00
2.724000038146972447e+00,1.523499976158142477e+00,6.212999790191650717e+00
-1.946000038146972644e+00,1.513499985694885641e+00,6.387999980926513999e+00
-3.186000047683716030e+00,1.568500052452087790e+00,6.003000228881836264e+00
-4.591000019073486094e+00,1.638499985694885419e+00,5.223000019073486655e+00
3.440000131130218630e-01,1.498500000000000387e+00,6.708000152587890952e+00
-7.125999866485595469e+00,-1.976500023841856857e+00,1.829299923706054543e+01
-1.759600061035156315e+01,1.985000029802335419e-01,2.144300076293945168e+01
-2.810000017881393308e-01,1.363500009536743773e+00,1.221800038146972689e+01
-2.325999914169311733e+00,1.373500000000000609e+00,1.199800011444091830e+01
8.949000419616698565e+00,1.968500028610230324e+00,1.560299965667724642e+01
3.833999933242797642e+00,1.338500033378601684e+00,1.144299980926513705e+01
-1.018099969482421940e+01,2.198500047683716652e+00,1.578299996185302767e+01
-4.625999866485595469e+00,1.458500038146973266e+00,1.189299961853027376e+01
1.818999947547912610e+00,1.348500023841858519e+00,1.217300030517578158e+01
9.328999580383300128e+00,1.733500014305115577e+00,1.285799977111816439e+01
-1.341000019073486316e+00,1.353500019073486937e+00,1.201799961853027376e+01
7.968999923706054922e+00,2.138500104904175636e+00,1.799799916076660011e+01
-3.460999904632568569e+00,1.398499976158142699e+00,1.194799992370605501e+01
-5.841000019073486094e+00,1.493500004768372191e+00,1.149800011444091830e+01
2.859000028610229283e+00,1.378499995231629027e+00,1.221300026702880892e+01
-1.096100038146972722e+01,2.038499961853028175e+00,1.319799992370605501e+01
7.189999833106994753e-01,1.348500023841858519e+00,1.222299954223632845e+01
-7.005999980926513437e+00,1.184999973177921079e-01,1.825300022888183449e+01
-1.446100038146972722e+01,1.685000017881407297e-01,2.267799946594238136e+01
-1.860000029802322263e-01,1.508499990463257223e+00,6.802999942779541342e+00
3.543999971389770298e+00,1.573500047683716208e+00,6.078000038146972983e+00
-1.331000028610229480e+00,1.508499990463257223e+00,6.623000114440918296e+00
-2.555999933242798061e+00,1.543499957084656149e+00,6.362999885559082358e+00
-3.900999961853027553e+00,1.608500014305115133e+00,5.822999923706055014e+00
9.940000190734863406e-01,1.498500000000000387e+00,6.717999904632568686e+00
2.188999952316283970e+00,1.513499985694885641e+00,6.482999771118164389e+00
4.363999904632568594e+00,1.648499976158142477e+00,5.882999866485596030e+00
-8.009999976158141965e-01,1.498500000000000387e+00,6.703000038146972983e+00
-1.951000033378601062e+00,1.513499985694885641e+00,6.473000019073486655e+00
2.763999999999999790e+00,1.518499980926514059e+00,6.262999980926513999e+00
1.538999976158142102e+00,1.493500004768371969e+00,6.628000228881836264e+00
-4.625999866485595469e+00,1.638499985694885419e+00,5.308000057220459311e+00
-3.200999914169311733e+00,1.563500057220459372e+00,6.083000152587890952e+00
3.689999892711639529e-01,1.498500000000000387e+00,6.797999828338623374e+00
-7.130999980926513437e+00,-2.041499961853026068e+00,1.843799969482421730e+01
-1.758600038146972722e+01,1.184999973177923022e-01,2.156299969482421730e+01
-2.610000059604644651e-01,1.353500019073486937e+00,1.245300003814697298e+01
-2.351000009536743374e+00,1.368500004768372191e+00,1.226799961853027376e+01
9.074000419616698565e+00,1.933499942779541847e+00,1.572799965667724642e+01
4.693999828338623281e+00,1.578500042915345070e+00,1.384300038146972689e+01
-1.056599992370605534e+01,2.233499895095826027e+00,1.649299999999999855e+01
-4.685999809265136484e+00,1.448500047683716430e+00,1.213800045776367220e+01
1.884000004768371594e+00,1.343500028610230101e+00,1.242800041961669955e+01
-1.341000019073486316e+00,1.348500023841858519e+00,1.226799961853027376e+01
9.463999809265136065e+00,1.708500038146973488e+00,1.296800038146972689e+01
-3.501000104904175014e+00,1.393499980926514281e+00,1.219299980926513705e+01
8.078999580383300128e+00,2.103500019073487604e+00,1.812800022888183449e+01
-5.895999847412109141e+00,1.478500019073486937e+00,1.169299980926513705e+01
2.958999933242797642e+00,1.373500000000000609e+00,1.249800011444091830e+01
7.640000000000000124e-01,1.343500028610230101e+00,1.246300026702880892e+01
-1.111100000000000065e+01,2.023500095367432472e+00,1.347799965667724642e+01
-7.016000209808349375e+00,6.850000029802434665e-02,1.839800068664550636e+01
-1.546100038146972722e+01,9.850000149011761685e-02,2.440299984741210793e+01
-1.709999986588954801e-01,1.503499995231628805e+00,6.873000114440918296e+00
-1.331000028610229480e+00,1.508499990463257223e+00,6.708000152587890952e+00
3.613999904632568150e+00,1.578500042915344626e+00,6.163000076293945639e+00
-2.571000038146972866e+00,1.543499957084656149e+00,6.458000152587890952e+00
-3.910999952316284389e+00,1.603500019073486715e+00,5.882999866485596030e+00
2.224000038146972447e+00,1.508499990463257223e+00,6.532999961853027671e+00
1.018999995231628430e+00,1.498500000000000387e+00,6.782999961853027671e+00
4.414000095367431875e+00,1.638499985694885641e+00,5.913000076293945639e+00
-7.960000023841857786e-01,1.498500000000000387e+00,6.793000190734863608e+00
-1.956000028610229480e+00,1.508499990463257223e+00,6.547999828338623374e+00
2.819000066757201939e+00,1.518499980926514059e+00,6.337999790191650717e+00
-3.220999895095825405e+00,1.563500057220459372e+00,6.168000190734863608e+00
-4.661000190734863047e+00,1.638499985694885419e+00,5.398000209808349936e+00
3.890000000000000124e-01,1.493500004768371969e+00,6.878000228881836264e+00
1.573999942779541028e+00,1.493500004768371969e+00,6.708000152587890952e+00
-7.100999771118163828e+00,-2.101499904632567084e+00,1.848299977111816261e+01
-1.759099954223632878e+01,4.350000178814067420e-02,2.172299954223632668e+01
-2.359999999999999876e-01,1.348500023841858741e+00,1.272299954223632845e+01
9.123999656677245440e+00,1.888499985694886085e+00,1.572299954223632845e+01
-2.366000114440918178e+00,1.358500014305115355e+00,1.249800011444091830e+01
4.753999771118164297e+00,1.548499952316285011e+00,1.392300030517578158e+01
-1.055099958038330143e+01,2.183499942779541847e+00,1.658300015258788918e+01
-4.761000095367431406e+00,1.443500052452088012e+00,1.243299958038330111e+01
1.958999933242797864e+00,1.338500033378601906e+00,1.271300026702880892e+01
9.599000038146972003e+00,1.678499947547913429e+00,1.307800003814697298e+01
-1.341000019073486316e+00,1.338500033378601684e+00,1.253299996185302767e+01
-3.555999933242798061e+00,1.393499980926514281e+00,1.251300045776367220e+01
8.218999923706054034e+00,2.068499933242799127e+00,1.832799908447265480e+01
-6.020999847412109141e+00,1.483500014305115355e+00,1.201799961853027376e+01
-1.116100019073486393e+01,1.988500009536743995e+00,1.363300034332275423e+01
8.090000166893005495e-01,1.338500033378601906e+00,1.273799988555908236e+01
3.039000095367431431e+00,1.368500004768372413e+00,1.271800038146972689e+01
-6.960999904632568125e+00,1.349999966472499938e-02,1.838299938964843605e+01
-2.092600053405761784e+01,2.849999932944978498e-02,3.328300091552734585e+01
-1.560000017881393308e-01,1.503499995231628805e+00,6.958000152587890952e+00
-1.326000033378601062e+00,1.498500000000000387e+00,6.777999847412109702e+00
3.678999961853027134e+00,1.578500042915344626e+00,6.243000000000000327e+00
-2.581000028610229702e+00,1.538499961853027731e+00,6.532999961853027671e+00
-3.946000038146972866e+00,1.603500019073486715e+00,5.978000133514404624e+00
1.048999966621398938e+00,1.498500000000000387e+00,6.887999980926513999e+00
2.273999990463256626e+00,1.513499985694885641e+00,6.632999866485596030e+00
4.899000228881836172e+00,1.788499961853027731e+00,6.512999980926513999e+00
-7.860000119209289426e-01,1.493500004768371969e+00,6.873000114440918296e+00
2.869000019073486119e+00,1.518499980926514059e+00,6.407999961853027671e+00
-1.961000023841857898e+00,1.503499995231628805e+00,6.623000114440918296e+00
-4.696000038146972422e+00,1.633499990463257223e+00,5.478000133514404624e+00
-3.236000000000000210e+00,1.558499942779541403e+00,6.243000000000000327e+00
4.089999809265136843e-01,1.498500000000000387e+00,6.973000019073486655e+00
1.614000023841857923e+00,1.493500004768371969e+00,6.793000190734863608e+00
-7.060999809265136484e+00,-2.151500095367430365e+00,1.850799938964843605e+01
-1.760600083923339909e+01,-4.149999910592899049e-02,2.187800022888183449e+01
-2.110000014901161070e-01,1.338500033378601906e+00,1.298299977111816439e+01
1.122400003814697200e+01,2.243499885559083307e+00,1.918799969482421730e+01
-2.390999971389770717e+00,1.358500014305115577e+00,1.280799958038330111e+01
5.684000076293945547e+00,1.783499966621399979e+00,1.646299931335449074e+01
-1.052099984741211003e+01,2.128500114440918800e+00,1.664299961853027199e+01
-4.830999790191650156e+00,1.438500057220459816e+00,1.271300026702880892e+01
2.023999990463256626e+00,1.328500042915345070e+00,1.295300003814697298e+01
-1.341000019073486316e+00,1.333500038146973488e+00,1.280300041961669955e+01
9.708999694824218096e+00,1.643499980926514503e+00,1.314299961853027376e+01
-3.601000009536743374e+00,1.383499990463257667e+00,1.279300019073486361e+01
8.333999694824218096e+00,2.033500085830689752e+00,1.846299931335449074e+01
