X,Y,Z
3.688999952316283970e+00,8.085000023841879546e-01,3.488299938964843960e+01
-4.710000143051147337e-01,1.513499985694885641e+00,6.203000038146972983e+00
2.863999904632568150e+00,1.558499942779541403e+00,5.607999771118164389e+00
-1.520999966621398913e+00,1.523499976158142477e+00,5.987999885559082358e+00
4.338999809265136953e+00,1.693500052452087568e+00,5.052999942779541342e+00
-2.660999952316284389e+00,1.568500052452087790e+00,5.688000171661377280e+00
1.704000057220458997e+00,1.523499976158142477e+00,5.998000114440918296e+00
-3.900999961853027553e+00,1.633499990463257001e+00,5.027999847412109702e+00
6.140000238418579226e-01,1.513499985694885641e+00,6.183000057220459311e+00
3.498999895095824986e+00,1.593500028610229657e+00,5.393000095367431967e+00
-1.036000011920928943e+00,1.513499985694885641e+00,6.112999885559082358e+00
2.208999933242797642e+00,1.528499971389770895e+00,5.833000152587890952e+00
-2.106000004768371792e+00,1.528499971389770895e+00,5.837999790191650717e+00
-3.285999952316284389e+00,1.598500023841858075e+00,5.413000076293945639e+00
3.900000596046447610e-02,1.513499985694885641e+00,6.248000114440918296e+00
1.114000023841857923e+00,1.513499985694885641e+00,6.148000209808349936e+00
3.853999914169311314e+00,-3.146499980926511508e+00,3.642300030517578335e+01
2.038400083923339778e+01,7.084999785423299334e-01,3.196800038146972511e+01
-1.261100000000000065e+01,9.735000238418602958e-01,3.783800122070312710e+01
-1.285099977111816472e+01,6.735000119209303415e-01,2.262299916076660011e+01
1.196399980926513607e+01,6.334999904632587775e-01,3.114299961853027199e+01
-7.260000095367431516e-01,1.398499976158142699e+00,1.070300003814697298e+01
9.144000114440917315e+00,1.883499990463257445e+00,1.099800011444091830e+01
-2.555999933242798061e+00,1.423499952316284789e+00,1.055799958038330111e+01
7.979000152587890859e+00,2.273500095367432472e+00,1.573299977111816439e+01
-4.605999885559081797e+00,1.503499995231629027e+00,1.027799984741210970e+01
3.004000009536742954e+00,1.428499947547913207e+00,1.058800026702880892e+01
-7.330999790191650156e+00,1.708500038146973266e+00,9.963000267028808921e+00
1.114000023841857923e+00,1.388499985694885863e+00,1.076300045776367220e+01
8.503999771118163409e+00,2.018499980926514503e+00,1.325800034332275423e+01
-1.676000057220458972e+00,1.408499966621399535e+00,1.063300034332275423e+01
-3.575999914169311733e+00,1.453500042915344848e+00,1.043299958038330111e+01
4.408999980926513906e+00,1.578500042915344848e+00,1.154800030517578158e+01
1.994000019073486341e+00,1.393499980926514281e+00,1.066300007629394564e+01
-5.741000114440917734e+00,1.553499947547913207e+00,9.907999961853027671e+00
1.539999856948852663e-01,1.388499985694885863e+00,1.081799980926513705e+01
2.053899961853027278e+01,5.684999928474442354e-01,2.499799916076660011e+01
-7.496000228881835703e+00,7.435000047683736346e-01,3.195800015258788918e+01
2.014900022888183528e+01,8.884999856948877506e-01,3.988800045776367398e+01
-1.527099984741211003e+01,9.785000190734884917e-01,3.483300015258789273e+01
1.163399988555908138e+01,8.735000000000024967e-01,4.041799923706054898e+01
-1.567100041961669987e+01,6.884999976158155954e-01,2.171299931335449074e+01
-4.609999940395355100e-01,1.518499980926514059e+00,6.288000076293945639e+00
4.389000000000000234e+00,1.688500057220459150e+00,5.083000152587890952e+00
-1.525999961853027331e+00,1.528499971389770895e+00,6.092999904632568686e+00
2.918999971389770298e+00,1.563500057220459372e+00,5.683000057220459311e+00
-2.666000066757202358e+00,1.563500057220459372e+00,5.748000114440918296e+00
-3.916000066757202358e+00,1.628499995231628583e+00,5.092999904632568686e+00
6.390000000000000124e-01,1.518499980926514059e+00,6.268000095367431967e+00
1.744000019073486341e+00,1.528499971389770895e+00,6.078000038146972983e+00
3.553999961853027134e+00,1.593500028610229879e+00,5.442999809265137046e+00
-1.026000021457672107e+00,1.513499985694885641e+00,6.177999942779541342e+00
2.248999895095824986e+00,1.528499971389770895e+00,5.893000095367431967e+00
-2.111000000000000210e+00,1.533499966621399313e+00,5.918000190734863608e+00
-3.305999933242798061e+00,1.593500028610229879e+00,5.482999771118164389e+00
1.139000000000000012e+00,1.508499990463257223e+00,6.197999923706055014e+00
5.400000655651092385e-02,1.513499985694885641e+00,6.308000057220459311e+00
3.934000076293945103e+00,-3.241500009536741000e+00,3.635800167846679898e+01
2.046899992370605403e+01,5.985000238418599627e-01,3.189800068664550636e+01
1.588899999999999935e+01,7.185000286102320999e-01,4.093299862670898648e+01
-1.260599988555908268e+01,8.685000047683739677e-01,3.813800045776367398e+01
-1.277099984741211003e+01,5.985000238418592966e-01,2.262800022888183449e+01
9.224000038146972003e+00,1.853500019073486937e+00,1.102299973297119173e+01
-7.110000238418578977e-01,1.393499980926514281e+00,1.089799973297119173e+01
-2.565999923706054897e+00,1.413499961853027953e+00,1.072299954223632845e+01
8.109000267028807940e+00,2.248500000000000831e+00,1.589799973297119173e+01
-4.641000209808349375e+00,1.493500004768372191e+00,1.044299980926513705e+01
3.093999923706054478e+00,1.428499947547913207e+00,1.079800030517578158e+01
-7.471000133514404062e+00,1.708500038146973266e+00,1.022799965667724642e+01
1.158999980926513684e+00,1.383499990463257445e+00,1.093799969482421908e+01
8.618999542236327471e+00,1.993500004768372413e+00,1.334300038146972689e+01
-1.665999947547912585e+00,1.398499976158142699e+00,1.078299996185302767e+01
-3.616000114440918178e+00,1.453500042915344848e+00,1.063800045776367220e+01
-5.806000171661376719e+00,1.548499952316284789e+00,1.009300038146972689e+01
2.053999961853027134e+00,1.388499985694885863e+00,1.084799954223632845e+01
1.789999916553497439e-01,1.383499990463257445e+00,1.098299977111816439e+01
2.069899946594238216e+01,4.784999892711654934e-01,2.500300022888183449e+01
-7.455999790191650156e+00,6.585000262260457538e-01,3.212799832153320523e+01
-1.521599954223632878e+01,8.784999952316305816e-01,3.496799847412109585e+01
3.849000038146972447e+00,6.185000047683737456e-01,3.488800045776367398e+01
1.174399954223632747e+01,7.584999904632593326e-01,4.045299908447265835e+01
2.025399977111816341e+01,7.584999904632593326e-01,3.981299969482422085e+01
-1.565600007629394597e+01,6.185000047683729685e-01,2.184300038146972511e+01
-4.460000083446502561e-01,1.508499990463257223e+00,6.328000038146972983e+00
2.958999933242797642e+00,1.558499942779541403e+00,5.728000133514404624e+00
-1.520999966621398913e+00,1.518499980926514059e+00,6.132999866485596030e+00
4.809000076293945547e+00,1.813500057220459372e+00,5.518000095367431967e+00
1.768999995231628430e+00,1.518499980926514059e+00,6.118000000000000327e+00
-3.956000028610229702e+00,1.633499990463257001e+00,5.192999809265137046e+00
-2.690999923706054897e+00,1.568500052452087790e+00,5.848000019073486655e+00
6.589999809265136843e-01,1.513499985694885641e+00,6.328000038146972983e+00
3.633999885559081822e+00,1.598500023841858297e+00,5.532999961853027671e+00
-1.021000026226043689e+00,1.508499990463257223e+00,6.243000000000000327e+00
-2.116000114440918178e+00,1.528499971389770895e+00,5.978000133514404624e+00
2.289000095367431431e+00,1.523499976158142477e+00,5.947999923706055014e+00
-3.321000038146972866e+00,1.593500028610229879e+00,5.558000057220459311e+00
1.168999971389770520e+00,1.508499990463257223e+00,6.273000209808349936e+00
6.900000715255737160e-02,1.513499985694885641e+00,6.387999980926513999e+00
4.019000114440918203e+00,-3.336500038146970493e+00,3.630300137329101773e+01
-1.256099980926513737e+01,7.684999809265160575e-01,3.831299969482422085e+01
-1.271599954223632878e+01,5.284999713897720053e-01,2.268300053405761574e+01
9.343999923706054034e+00,1.828500042915344848e+00,1.109799954223632845e+01
-6.959999785423278684e-01,1.383499990463257445e+00,1.108300015258789095e+01
-2.581000028610229702e+00,1.408499966621399535e+00,1.090299984741210970e+01
8.213999809265136065e+00,2.218500028610230324e+00,1.599799916076660189e+01
-4.696000038146972422e+00,1.488500009536743773e+00,1.064299961853027376e+01
-7.505999980926513437e+00,1.688500057220459594e+00,1.035799977111816439e+01
1.204000057220458997e+00,1.373500000000000609e+00,1.110799977111816439e+01
3.144000114440917759e+00,1.408499966621399535e+00,1.087300011444091830e+01
8.758999885559081378e+00,1.973500023841858741e+00,1.348299977111816439e+01
-1.670999942779541003e+00,1.388499985694885863e+00,1.096800038146972689e+01
4.883999885559082266e+00,1.653499971389771117e+00,1.257299992370605501e+01
-3.650999961853027553e+00,1.448500047683716430e+00,1.083800026702880892e+01
-5.880999980926513437e+00,1.543499957084656371e+00,1.029800030517578158e+01
2.119000019073486119e+00,1.383499990463257445e+00,1.104300019073486361e+01
2.084399992370605403e+01,3.935000107288376126e-01,2.500799938964843605e+01
2.139999880790710574e-01,1.378499995231629027e+00,1.116300007629394564e+01
-7.420999942779540781e+00,5.784999833107015155e-01,3.230799862670898648e+01
-1.750099938964843815e+01,8.934999809265161685e-01,4.052299877929687710e+01
1.188899999999999935e+01,6.585000262260461978e-01,4.057799908447265835e+01
3.948999942779540806e+00,5.284999713897726714e-01,3.501800152587890835e+01
-1.557100003814697331e+01,5.435000166893019236e-01,2.187299916076660011e+01
4.843999923706054922e+00,1.798499952316284567e+00,5.523000209808349936e+00
3.013999999999999790e+00,1.558499942779541403e+00,5.793000190734863608e+00
-1.520999966621398913e+00,1.518499980926514059e+00,6.208000152587890952e+00
-4.359999880790710325e-01,1.513499985694885641e+00,6.422999828338623374e+00
-2.696000038146972866e+00,1.563500057220459372e+00,5.902999847412109702e+00
-3.966000019073486538e+00,1.623500000000000165e+00,5.253000228881836264e+00
6.840000166893005495e-01,1.513499985694885641e+00,6.398000209808349936e+00
1.808999957084655774e+00,1.518499980926514059e+00,6.192999809265137046e+00
3.694000066757201939e+00,1.603500019073486715e+00,5.587999790191650717e+00
-1.015999971389770495e+00,1.508499990463257223e+00,6.313000171661377280e+00
2.339000047683715611e+00,1.523499976158142477e+00,6.023000209808349936e+00
-2.116000114440918178e+00,1.523499976158142477e+00,6.038000076293945639e+00
-3.345999895095825405e+00,1.593500028610229879e+00,5.643000095367431967e+00
1.198999942779541028e+00,1.503499995231628805e+00,6.328000038146972983e+00
8.900000298023223733e-02,1.508499990463257223e+00,6.442999809265137046e+00
4.099000038146972891e+00,-3.431500066757199985e+00,3.626800152587890835e+01
-1.249600022888183659e+01,6.585000262260460868e-01,3.843799969482422085e+01
-1.385099977111816472e+01,5.034999952316300265e-01,2.490299984741210793e+01
-6.809999928474426145e-01,1.383499990463257445e+00,1.131799980926513705e+01
8.309000076293944659e+00,2.183499942779541847e+00,1.607799908447265480e+01
-2.601000009536743374e+00,1.403499971389771117e+00,1.112800022888183626e+01
9.434000076293944659e+00,1.793499957084656371e+00,1.112800022888183626e+01
-4.746000228881835703e+00,1.483500014305115355e+00,1.084799954223632845e+01
-7.576000152587890391e+00,1.678499947547913207e+00,1.053299996185302767e+01
1.254000009536743176e+00,1.368500004768372191e+00,1.130799958038330111e+01
3.194000066757201939e+00,1.383499990463257445e+00,1.094299980926513705e+01
8.873999656677245440e+00,1.948500047683716652e+00,1.357299992370605501e+01
-1.670999942779541003e+00,1.388499985694885863e+00,1.119299980926513705e+01
-3.686000047683716030e+00,1.438500057220459594e+00,1.104800030517578158e+01
-5.960999904632568125e+00,1.538499961853027953e+00,1.052299973297119173e+01
2.439999892711639529e-01,1.373500000000000609e+00,1.139299961853027376e+01
2.102899938964843685e+01,2.985000119209305081e-01,2.505299946594238136e+01
2.184000076293945103e+00,1.373500000000000609e+00,1.122799965667724642e+01
-7.891000209808349375e+00,5.284999713897726714e-01,3.475299832153320523e+01
4.044000209808349844e+00,4.285000071525595366e-01,3.511299893188476773e+01
-1.547599977111816472e+01,4.684999988079084354e-01,2.188299938964843605e+01
4.883999885559082266e+00,1.783499966621399313e+00,5.532999961853027671e+00
-4.259999976158141965e-01,1.513499985694885641e+00,6.487999885559082358e+00
3.063999952316283970e+00,1.553499947547912985e+00,5.848000019073486655e+00
-1.520999966621398913e+00,1.518499980926514059e+00,6.293000190734863608e+00
-2.710999904632568569e+00,1.563500057220459372e+00,5.987999885559082358e+00
-3.986000000000000210e+00,1.618500004768371747e+00,5.317999809265137046e+00
1.844000042915344251e+00,1.518499980926514059e+00,6.262999980926513999e+00
7.039999976158142214e-01,1.503499995231628805e+00,6.453000038146972983e+00
3.728999914169311314e+00,1.588500033378601461e+00,5.603000133514404624e+00
-1.010999976158142077e+00,1.508499990463257223e+00,6.387999980926513999e+00
-2.130999980926513881e+00,1.528499971389770895e+00,6.132999866485596030e+00
2.404000104904174595e+00,1.538499961853027731e+00,6.137999980926513999e+00
-3.355999885559082241e+00,1.588500033378601461e+00,5.708000152587890952e+00
1.224000038146972669e+00,1.498500000000000387e+00,6.382999866485596030e+00
1.040000035762786851e-01,1.508499990463257223e+00,6.518000095367431967e+00
4.189000190734863516e+00,-3.531499971389768344e+00,3.621799847412109585e+01
1.717399984741210872e+01,2.334999994039551607e-01,2.628800007629394386e+01
-1.270600026702880925e+01,3.985000059604658640e-01,2.296800038146972511e+01
-1.582100003814697331e+01,3.685000047683726354e-01,1.732299992370605324e+01
9.489000381469725909e+00,1.758499990463257445e+00,1.111800000000000033e+01
-6.660000071525573606e-01,1.378499995231629027e+00,1.149300000000000033e+01
9.309000076293944659e+00,2.378500114440918800e+00,1.788299938964843605e+01
-2.626000104904175014e+00,1.403499971389771117e+00,1.136299988555908236e+01
-7.891000209808349375e+00,1.718500028610230101e+00,1.105300041961669955e+01
-4.826000152587890391e+00,1.488500009536743773e+00,1.111299988555908236e+01
1.308999957084655774e+00,1.368500004768372191e+00,1.153299996185302767e+01
3.269000114440917759e+00,1.373500000000000609e+00,1.109300038146972689e+01
8.944000305175780596e+00,1.908499966621399757e+00,1.359799954223632845e+01
-1.670999942779541003e+00,1.378499995231629027e+00,1.136299988555908236e+01
-3.720999895095825405e+00,1.433499942779541625e+00,1.125800034332275423e+01
6.423999847412109609e+00,2.033500085830689308e+00,1.618799969482421730e+01
-6.426000057220458750e+00,1.633499990463257445e+00,1.143799969482421908e+01
2.254000009536742954e+00,1.373500000000000609e+00,1.143799969482421908e+01
2.789999856948852663e-01,1.368500004768372191e+00,1.158300015258789095e+01
2.115900045776367122e+01,2.084999934434905999e-01,2.503800007629394386e+01
-7.826000152587890391e+00,4.335000023841878991e-01,3.484799954223633023e+01
4.133999885559082266e+00,3.385000035762808501e-01,3.518799969482422085e+01
-1.540099996185302800e+01,3.935000107288373905e-01,2.192799946594238136e+01
-4.110000119209289426e-01,1.508499990463257223e+00,6.552999942779541342e+00
5.334000171661377188e+00,1.918499957084656149e+00,5.998000114440918296e+00
-1.520999966621398913e+00,1.518499980926514059e+00,6.362999885559082358e+00
3.113999904632568150e+00,1.553499947547912985e+00,5.913000076293945639e+00
-2.720999895095825405e+00,1.558499942779541403e+00,6.058000057220459311e+00
1.879000009536743176e+00,1.518499980926514059e+00,6.328000038146972983e+00
-4.021000085830688242e+00,1.623500000000000165e+00,5.413000076293945639e+00
7.289999737739563113e-01,1.503499995231628805e+00,6.527999847412109702e+00
3.769000114440917759e+00,1.578500042915344626e+00,5.632999866485596030e+00
-1.005999980926513659e+00,1.508499990463257223e+00,6.467999904632568686e+00
-2.130999980926513881e+00,1.523499976158142477e+00,6.197999923706055014e+00
2.448999942779540806e+00,1.538499961853027731e+00,6.208000152587890952e+00
-3.376000104904175014e+00,1.588500033378601461e+00,5.782999961853027671e+00
1.239999994039535508e-01,1.508499990463257223e+00,6.603000133514404624e+00
1.259000004768371594e+00,1.498500000000000387e+00,6.467999904632568686e+00
4.264000000000000234e+00,-3.621499885559079868e+00,3.615299984741211148e+01
1.728899961853027278e+01,1.434999958276764742e-01,2.628300091552734230e+01
-1.741600030517578190e+01,4.484999880790729865e-01,3.179299923706054543e+01
-1.572099965667724675e+01,3.035000071525584264e-01,1.733799931335449074e+01
9.588999809265136065e+00,1.728500019073486937e+00,1.115799996185302767e+01
-6.510000214576721067e-01,1.368500004768372191e+00,1.169799992370605501e+01
-2.646000085830688686e+00,1.398499976158142699e+00,1.158300015258789095e+01
9.409000457763671221e+00,2.333500038146973488e+00,1.794799992370605324e+01
3.583999933242797642e+00,1.458500038146973266e+00,1.203299996185302767e+01
-4.875999866485595469e+00,1.478500019073486937e+00,1.131799980926513705e+01
-7.906000076293945078e+00,1.688500057220459594e+00,1.115799996185302767e+01
1.359000028610229505e+00,1.358500014305115355e+00,1.173299977111816439e+01
-1.670999942779541003e+00,1.373500000000000609e+00,1.157299992370605501e+01
8.993999542236327471e+00,1.868500004768372413e+00,1.358300015258789095e+01
-3.775999961853027553e+00,1.438500057220459594e+00,1.153299996185302767e+01
6.834000171661377188e+00,2.098499904632569191e+00,1.708300015258788918e+01
-6.406000076293945078e+00,1.603500019073486937e+00,1.148799988555908236e+01
2.126399999999999935e+01,1.184999973177925103e-01,2.497299954223632668e+01
3.140000119209289675e-01,1.363500009536743773e+00,1.179800030517578158e+01
2.333999933242797642e+00,1.373500000000000609e+00,1.168799969482421908e+01
2.938999952316283970e+00,1.734999970197692865e-01,2.476799961853027199e+01
-1.532600015258789128e+01,3.234999880790723759e-01,2.196299931335449074e+01
-4.009999916553497190e-01,1.508499990463257223e+00,6.623000114440918296e+00
7.303999961853027578e+00,2.568499933242798239e+00,8.112999885559082358e+00
-1.520999966621398913e+00,1.513499985694885641e+00,6.438000171661377280e+00
3.174000085830688267e+00,1.553499947547912985e+00,5.978000133514404624e+00
-2.736000000000000210e+00,1.558499942779541403e+00,6.143000095367431967e+00
-4.055999933242797617e+00,1.623500000000000387e+00,5.507999866485596030e+00
7.490000143051147585e-01,1.503499995231628805e+00,6.592999904632568686e+00
1.918999971389770520e+00,1.518499980926514059e+00,6.393000095367431967e+00
3.863999904632568150e+00,1.593500028610229879e+00,5.737999885559082358e+00
-1.000999985694885241e+00,1.508499990463257223e+00,6.543000190734863608e+00
2.488999904632568150e+00,1.533499966621399313e+00,6.257999866485596030e+00
-2.140999971389770717e+00,1.523499976158142477e+00,6.277999847412109702e+00
-3.400999961853027553e+00,1.588500033378601461e+00,5.882999866485596030e+00
1.390000000000000124e-01,1.503499995231628805e+00,6.668000190734863608e+00
1.288999976158142102e+00,1.498500000000000387e+00,6.532999961853027671e+00
4.349000038146972891e+00,-3.711500038146970493e+00,3.610300061035156460e+01
-1.737100022888183659e+01,3.534999892711658820e-01,3.193300053405761574e+01
1.725399977111816341e+01,4.850000074505965431e-02,2.604299923706054543e+01
-1.577099984741211003e+01,2.384999946355830514e-01,1.752799984741210793e+01
9.673999847412108721e+00,1.693500052452088012e+00,1.117800041961669955e+01
-6.309999809265136594e-01,1.363500009536743773e+00,1.193299958038330111e+01
-2.660999952316284389e+00,1.388499985694885863e+00,1.179300019073486361e+01
9.538999618530272784e+00,2.298499952316285011e+00,1.808300015258788918e+01
-4.955999790191650156e+00,1.478500019073486937e+00,1.159300038146972689e+01
-7.985999999999999766e+00,1.673499952316284789e+00,1.135299965667724642e+01
1.408999980926513684e+00,1.348500023841858519e+00,1.192300030517578158e+01
3.658999980926513462e+00,1.438500057220459594e+00,1.216800019073486361e+01
9.088999809265136065e+00,1.833500038146973488e+00,1.363800045776367220e+01
-1.676000057220458972e+00,1.368500004768372191e+00,1.182299992370605501e+01
-3.805999933242798061e+00,1.423499952316284789e+00,1.173299977111816439e+01
6.733999790191650625e+00,2.008499990463257667e+00,1.671299931335449074e+01
2.424000085830688267e+00,1.373500000000000609e+00,1.197299954223632845e+01
-1.100100034332275456e+01,2.003500114440918800e+00,1.206799980926513705e+01
3.490000083446502810e-01,1.353500019073486937e+00,1.203299996185302767e+01
2.998999895095824986e+00,1.034999967217460487e-01,2.475300022888183449e+01
-1.541100019073486393e+01,2.485000000000013864e-01,2.224299999999999855e+01
-3.860000059604644651e-01,1.503499995231628805e+00,6.697999923706055014e+00
-1.520999966621398913e+00,1.508499990463257223e+00,6.512999980926513999e+00
-2.745999990463257046e+00,1.553499947547912985e+00,6.212999790191650717e+00
3.244000019073486119e+00,1.558499942779541403e+00,6.072999923706055014e+00
1.958999933242797864e+00,1.513499985694885641e+00,6.467999904632568686e+00
-4.085999904632568125e+00,1.623500000000000387e+00,5.592999904632568686e+00
7.789999856948852663e-01,1.498500000000000387e+00,6.668000190734863608e+00
4.033999980926513906e+00,1.633499990463257223e+00,5.942999809265137046e+00
-9.909999952316284055e-01,1.503499995231628805e+00,6.623000114440918296e+00
-2.146000085830688686e+00,1.523499976158142477e+00,6.362999885559082358e+00
-3.420999942779541225e+00,1.588500033378601461e+00,5.962999790191650717e+00
2.529000104904174595e+00,1.528499971389770895e+00,6.313000171661377280e+00
